book_no,book_title,plot_index,words
6,BHISHMA PARVA,100582,arjuna
6,BHISHMA PARVA,103061,arjuna
6,BHISHMA PARVA,103165,arjuna
6,BHISHMA PARVA,105378,arjuna
6,BHISHMA PARVA,105565,arjuna
6,BHISHMA PARVA,106629,karna
6,BHISHMA PARVA,109412,arjuna
6,BHISHMA PARVA,109959,karna
6,BHISHMA PARVA,113234,arjuna
6,BHISHMA PARVA,113391,arjuna
6,BHISHMA PARVA,113626,arjuna
6,BHISHMA PARVA,114016,arjuna
6,BHISHMA PARVA,118708,arjuna
6,BHISHMA PARVA,118843,arjuna
6,BHISHMA PARVA,118992,arjuna
6,BHISHMA PARVA,119143,arjuna
6,BHISHMA PARVA,119453,arjuna
6,BHISHMA PARVA,119523,arjuna
6,BHISHMA PARVA,121728,arjuna
6,BHISHMA PARVA,121934,arjuna
6,BHISHMA PARVA,122797,arjuna
6,BHISHMA PARVA,125209,arjuna
6,BHISHMA PARVA,125705,arjuna
6,BHISHMA PARVA,126067,arjuna
6,BHISHMA PARVA,126093,arjuna
6,BHISHMA PARVA,126141,arjuna
6,BHISHMA PARVA,126175,arjuna
6,BHISHMA PARVA,126234,arjuna
6,BHISHMA PARVA,126287,arjuna
6,BHISHMA PARVA,126313,arjuna
6,BHISHMA PARVA,126387,arjuna
6,BHISHMA PARVA,127461,arjuna
6,BHISHMA PARVA,127978,arjuna
6,BHISHMA PARVA,128185,arjuna
6,BHISHMA PARVA,128297,arjuna
6,BHISHMA PARVA,133952,arjuna
6,BHISHMA PARVA,136025,arjuna
6,BHISHMA PARVA,136091,arjuna
6,BHISHMA PARVA,136312,karna
6,BHISHMA PARVA,137091,arjuna
6,BHISHMA PARVA,137173,arjuna
6,BHISHMA PARVA,138425,karna
6,BHISHMA PARVA,138535,karna
6,BHISHMA PARVA,138811,karna
6,BHISHMA PARVA,138856,karna
6,BHISHMA PARVA,139608,karna
6,BHISHMA PARVA,139932,arjuna
6,BHISHMA PARVA,140018,karna
6,BHISHMA PARVA,140545,arjuna
6,BHISHMA PARVA,141117,arjuna
6,BHISHMA PARVA,141132,arjuna
6,BHISHMA PARVA,141201,arjuna
6,BHISHMA PARVA,141601,arjuna
6,BHISHMA PARVA,143056,arjuna
6,BHISHMA PARVA,143578,arjuna
6,BHISHMA PARVA,143709,arjuna
6,BHISHMA PARVA,143860,arjuna
6,BHISHMA PARVA,144082,arjuna
6,BHISHMA PARVA,144231,arjuna
6,BHISHMA PARVA,144493,arjuna
6,BHISHMA PARVA,144735,arjuna
6,BHISHMA PARVA,145584,arjuna
6,BHISHMA PARVA,145697,arjuna
6,BHISHMA PARVA,145765,arjuna
6,BHISHMA PARVA,145767,arjuna
6,BHISHMA PARVA,147900,arjuna
6,BHISHMA PARVA,147944,arjuna
6,BHISHMA PARVA,148375,arjuna
6,BHISHMA PARVA,151072,arjuna
6,BHISHMA PARVA,151358,arjuna
6,BHISHMA PARVA,151384,arjuna
6,BHISHMA PARVA,152027,arjuna
6,BHISHMA PARVA,153318,arjuna
6,BHISHMA PARVA,153551,arjuna
6,BHISHMA PARVA,153581,arjuna
6,BHISHMA PARVA,153739,arjuna
6,BHISHMA PARVA,155260,arjuna
6,BHISHMA PARVA,155505,arjuna
6,BHISHMA PARVA,155956,arjuna
6,BHISHMA PARVA,156602,arjuna
6,BHISHMA PARVA,157565,arjuna
6,BHISHMA PARVA,159031,arjuna
6,BHISHMA PARVA,159497,arjuna
6,BHISHMA PARVA,159585,arjuna
6,BHISHMA PARVA,159631,arjuna
6,BHISHMA PARVA,159920,arjuna
6,BHISHMA PARVA,159983,arjuna
6,BHISHMA PARVA,160333,arjuna
6,BHISHMA PARVA,160922,arjuna
6,BHISHMA PARVA,161974,arjuna
6,BHISHMA PARVA,162428,arjuna
6,BHISHMA PARVA,162474,arjuna
6,BHISHMA PARVA,162571,arjuna
6,BHISHMA PARVA,162603,arjuna
6,BHISHMA PARVA,162635,arjuna
6,BHISHMA PARVA,162869,arjuna
6,BHISHMA PARVA,164625,arjuna
6,BHISHMA PARVA,164704,arjuna
6,BHISHMA PARVA,164786,arjuna
6,BHISHMA PARVA,164798,arjuna
6,BHISHMA PARVA,164834,arjuna
6,BHISHMA PARVA,164981,arjuna
6,BHISHMA PARVA,165326,arjuna
6,BHISHMA PARVA,165738,arjuna
6,BHISHMA PARVA,166191,arjuna
6,BHISHMA PARVA,166239,arjuna
6,BHISHMA PARVA,166273,arjuna
6,BHISHMA PARVA,166798,arjuna
6,BHISHMA PARVA,167388,arjuna
6,BHISHMA PARVA,167462,arjuna
6,BHISHMA PARVA,167553,arjuna
6,BHISHMA PARVA,168226,arjuna
6,BHISHMA PARVA,168917,arjuna
6,BHISHMA PARVA,168960,arjuna
6,BHISHMA PARVA,168973,arjuna
6,BHISHMA PARVA,169064,arjuna
6,BHISHMA PARVA,169100,arjuna
6,BHISHMA PARVA,169127,arjuna
6,BHISHMA PARVA,169289,arjuna
6,BHISHMA PARVA,169651,arjuna
6,BHISHMA PARVA,169767,arjuna
6,BHISHMA PARVA,169874,arjuna
6,BHISHMA PARVA,170038,arjuna
6,BHISHMA PARVA,170171,arjuna
6,BHISHMA PARVA,170184,arjuna
6,BHISHMA PARVA,170241,arjuna
6,BHISHMA PARVA,170840,arjuna
6,BHISHMA PARVA,170885,arjuna
6,BHISHMA PARVA,170900,arjuna
6,BHISHMA PARVA,171049,arjuna
6,BHISHMA PARVA,171434,arjuna
6,BHISHMA PARVA,172461,arjuna
6,BHISHMA PARVA,172708,arjuna
6,BHISHMA PARVA,172960,arjuna
6,BHISHMA PARVA,173379,arjuna
6,BHISHMA PARVA,173443,arjuna
6,BHISHMA PARVA,173574,arjuna
6,BHISHMA PARVA,173684,arjuna
6,BHISHMA PARVA,173763,arjuna
6,BHISHMA PARVA,173886,arjuna
6,BHISHMA PARVA,173906,arjuna
6,BHISHMA PARVA,174487,arjuna
6,BHISHMA PARVA,174540,arjuna
6,BHISHMA PARVA,174581,arjuna
6,BHISHMA PARVA,174629,arjuna
6,BHISHMA PARVA,174823,arjuna
6,BHISHMA PARVA,175109,arjuna
6,BHISHMA PARVA,175270,arjuna
6,BHISHMA PARVA,175499,arjuna
6,BHISHMA PARVA,177292,karna
6,BHISHMA PARVA,177799,arjuna
6,BHISHMA PARVA,177973,arjuna
6,BHISHMA PARVA,178014,arjuna
6,BHISHMA PARVA,178060,arjuna
6,BHISHMA PARVA,179242,arjuna
6,BHISHMA PARVA,179338,arjuna
6,BHISHMA PARVA,179355,arjuna
6,BHISHMA PARVA,180607,karna
6,BHISHMA PARVA,180633,karna
6,BHISHMA PARVA,180731,karna
6,BHISHMA PARVA,181037,karna
6,BHISHMA PARVA,181205,karna
6,BHISHMA PARVA,181592,karna
6,BHISHMA PARVA,181637,karna
6,BHISHMA PARVA,181727,karna
6,BHISHMA PARVA,181758,karna
6,BHISHMA PARVA,185792,arjuna
6,BHISHMA PARVA,186643,arjuna
6,BHISHMA PARVA,186828,arjuna
6,BHISHMA PARVA,189886,arjuna
6,BHISHMA PARVA,191316,arjuna
6,BHISHMA PARVA,191321,arjuna
6,BHISHMA PARVA,194354,arjuna
6,BHISHMA PARVA,194359,arjuna
6,BHISHMA PARVA,194993,karna
6,BHISHMA PARVA,195018,arjuna
6,BHISHMA PARVA,195548,arjuna
6,BHISHMA PARVA,196708,arjuna
6,BHISHMA PARVA,196719,arjuna
7,DRONA PARVA,993,karna
7,DRONA PARVA,1067,karna
7,DRONA PARVA,1069,karna
7,DRONA PARVA,1104,karna
7,DRONA PARVA,1346,karna
7,DRONA PARVA,1414,karna
7,DRONA PARVA,1446,karna
7,DRONA PARVA,1473,karna
7,DRONA PARVA,1533,karna
7,DRONA PARVA,1568,karna
7,DRONA PARVA,1653,karna
7,DRONA PARVA,1674,karna
7,DRONA PARVA,1816,karna
7,DRONA PARVA,1847,karna
7,DRONA PARVA,1879,karna
7,DRONA PARVA,2147,karna
7,DRONA PARVA,2242,karna
7,DRONA PARVA,2540,arjuna
7,DRONA PARVA,3202,arjuna
7,DRONA PARVA,3248,arjuna
7,DRONA PARVA,3402,karna
7,DRONA PARVA,3801,arjuna
7,DRONA PARVA,3815,karna
7,DRONA PARVA,3869,karna
7,DRONA PARVA,4261,arjuna
7,DRONA PARVA,4583,karna
7,DRONA PARVA,4644,karna
7,DRONA PARVA,4691,karna
7,DRONA PARVA,4702,karna
7,DRONA PARVA,4871,karna
7,DRONA PARVA,4949,karna
7,DRONA PARVA,5013,karna
7,DRONA PARVA,5070,karna
7,DRONA PARVA,5176,karna
7,DRONA PARVA,5219,karna
7,DRONA PARVA,5394,karna
7,DRONA PARVA,5738,karna
7,DRONA PARVA,6047,arjuna
7,DRONA PARVA,6649,karna
7,DRONA PARVA,6681,karna
7,DRONA PARVA,6723,karna
7,DRONA PARVA,6766,karna
7,DRONA PARVA,6784,karna
7,DRONA PARVA,6832,karna
7,DRONA PARVA,7034,arjuna
7,DRONA PARVA,7125,karna
7,DRONA PARVA,7156,karna
7,DRONA PARVA,7158,arjuna
7,DRONA PARVA,7907,arjuna
7,DRONA PARVA,9951,arjuna
7,DRONA PARVA,11308,arjuna
7,DRONA PARVA,11942,arjuna
7,DRONA PARVA,12673,arjuna
7,DRONA PARVA,14248,arjuna
7,DRONA PARVA,14318,arjuna
7,DRONA PARVA,14854,karna
7,DRONA PARVA,15370,arjuna
7,DRONA PARVA,15433,arjuna
7,DRONA PARVA,15505,arjuna
7,DRONA PARVA,15943,arjuna
7,DRONA PARVA,16383,arjuna
7,DRONA PARVA,16390,arjuna
7,DRONA PARVA,18368,arjuna
7,DRONA PARVA,18418,arjuna
7,DRONA PARVA,18698,arjuna
7,DRONA PARVA,18801,arjuna
7,DRONA PARVA,19063,arjuna
7,DRONA PARVA,19105,arjuna
7,DRONA PARVA,19188,arjuna
7,DRONA PARVA,19392,arjuna
7,DRONA PARVA,20783,karna
7,DRONA PARVA,20821,karna
7,DRONA PARVA,20840,karna
7,DRONA PARVA,21023,karna
7,DRONA PARVA,21880,arjuna
7,DRONA PARVA,21995,arjuna
7,DRONA PARVA,22407,arjuna
7,DRONA PARVA,22416,arjuna
7,DRONA PARVA,22454,arjuna
7,DRONA PARVA,22483,arjuna
7,DRONA PARVA,22671,arjuna
7,DRONA PARVA,22738,arjuna
7,DRONA PARVA,23454,arjuna
7,DRONA PARVA,23474,arjuna
7,DRONA PARVA,23659,arjuna
7,DRONA PARVA,23741,arjuna
7,DRONA PARVA,23754,arjuna
7,DRONA PARVA,23815,arjuna
7,DRONA PARVA,23922,arjuna
7,DRONA PARVA,24072,arjuna
7,DRONA PARVA,24199,arjuna
7,DRONA PARVA,24221,arjuna
7,DRONA PARVA,24278,arjuna
7,DRONA PARVA,24301,arjuna
7,DRONA PARVA,24320,arjuna
7,DRONA PARVA,24346,arjuna
7,DRONA PARVA,24550,arjuna
7,DRONA PARVA,24754,arjuna
7,DRONA PARVA,24845,arjuna
7,DRONA PARVA,25052,arjuna
7,DRONA PARVA,25068,arjuna
7,DRONA PARVA,25083,arjuna
7,DRONA PARVA,25091,arjuna
7,DRONA PARVA,25243,arjuna
7,DRONA PARVA,25325,arjuna
7,DRONA PARVA,25712,arjuna
7,DRONA PARVA,25775,arjuna
7,DRONA PARVA,25910,arjuna
7,DRONA PARVA,26316,karna
7,DRONA PARVA,30254,karna
7,DRONA PARVA,30455,karna
7,DRONA PARVA,30492,karna
7,DRONA PARVA,31717,arjuna
7,DRONA PARVA,32181,arjuna
7,DRONA PARVA,32801,karna
7,DRONA PARVA,32803,arjuna
7,DRONA PARVA,34029,arjuna
7,DRONA PARVA,34044,arjuna
7,DRONA PARVA,34052,arjuna
7,DRONA PARVA,34288,karna
7,DRONA PARVA,34315,karna
7,DRONA PARVA,34321,karna
7,DRONA PARVA,34326,karna
7,DRONA PARVA,34344,karna
7,DRONA PARVA,34810,karna
7,DRONA PARVA,35121,arjuna
7,DRONA PARVA,35148,arjuna
7,DRONA PARVA,36800,arjuna
7,DRONA PARVA,37126,arjuna
7,DRONA PARVA,37395,arjuna
7,DRONA PARVA,37413,arjuna
7,DRONA PARVA,37472,arjuna
7,DRONA PARVA,37532,arjuna
7,DRONA PARVA,37565,arjuna
7,DRONA PARVA,37586,karna
7,DRONA PARVA,37595,arjuna
7,DRONA PARVA,37665,arjuna
7,DRONA PARVA,37818,arjuna
7,DRONA PARVA,37904,arjuna
7,DRONA PARVA,38145,arjuna
7,DRONA PARVA,38288,arjuna
7,DRONA PARVA,38333,arjuna
7,DRONA PARVA,38376,arjuna
7,DRONA PARVA,38612,arjuna
7,DRONA PARVA,38698,arjuna
7,DRONA PARVA,38720,arjuna
7,DRONA PARVA,38837,arjuna
7,DRONA PARVA,39192,arjuna
7,DRONA PARVA,39247,arjuna
7,DRONA PARVA,39302,arjuna
7,DRONA PARVA,39321,arjuna
7,DRONA PARVA,39345,arjuna
7,DRONA PARVA,39374,arjuna
7,DRONA PARVA,39388,arjuna
7,DRONA PARVA,39394,arjuna
7,DRONA PARVA,39502,arjuna
7,DRONA PARVA,39519,arjuna
7,DRONA PARVA,39539,arjuna
7,DRONA PARVA,39648,arjuna
7,DRONA PARVA,40110,arjuna
7,DRONA PARVA,40245,arjuna
7,DRONA PARVA,40438,arjuna
7,DRONA PARVA,40454,arjuna
7,DRONA PARVA,40468,arjuna
7,DRONA PARVA,40507,arjuna
7,DRONA PARVA,40682,arjuna
7,DRONA PARVA,40778,arjuna
7,DRONA PARVA,40911,arjuna
7,DRONA PARVA,40971,arjuna
7,DRONA PARVA,41027,arjuna
7,DRONA PARVA,41039,arjuna
7,DRONA PARVA,41078,arjuna
7,DRONA PARVA,41108,arjuna
7,DRONA PARVA,41133,arjuna
7,DRONA PARVA,41158,arjuna
7,DRONA PARVA,41253,arjuna
7,DRONA PARVA,41318,arjuna
7,DRONA PARVA,41357,arjuna
7,DRONA PARVA,41379,arjuna
7,DRONA PARVA,41443,arjuna
7,DRONA PARVA,41495,arjuna
7,DRONA PARVA,42541,arjuna
7,DRONA PARVA,42605,karna
7,DRONA PARVA,42672,karna
7,DRONA PARVA,42711,karna
7,DRONA PARVA,43722,karna
7,DRONA PARVA,43921,arjuna
7,DRONA PARVA,43986,arjuna
7,DRONA PARVA,44086,arjuna
7,DRONA PARVA,44142,karna
7,DRONA PARVA,44164,karna
7,DRONA PARVA,44182,arjuna
7,DRONA PARVA,44186,karna
7,DRONA PARVA,44265,arjuna
7,DRONA PARVA,44271,arjuna
7,DRONA PARVA,44279,karna
7,DRONA PARVA,44305,karna
7,DRONA PARVA,44326,arjuna
7,DRONA PARVA,44399,karna
7,DRONA PARVA,44425,karna
7,DRONA PARVA,44432,arjuna
7,DRONA PARVA,44434,karna
7,DRONA PARVA,44509,arjuna
7,DRONA PARVA,44543,karna
7,DRONA PARVA,44559,karna
7,DRONA PARVA,44611,karna
7,DRONA PARVA,44660,karna
7,DRONA PARVA,44676,karna
7,DRONA PARVA,44697,karna
7,DRONA PARVA,44743,karna
7,DRONA PARVA,44762,arjuna
7,DRONA PARVA,45193,arjuna
7,DRONA PARVA,45293,arjuna
7,DRONA PARVA,45574,arjuna
7,DRONA PARVA,45591,arjuna
7,DRONA PARVA,45671,arjuna
7,DRONA PARVA,45725,arjuna
7,DRONA PARVA,45746,arjuna
7,DRONA PARVA,45957,arjuna
7,DRONA PARVA,46702,arjuna
7,DRONA PARVA,46797,karna
7,DRONA PARVA,47028,arjuna
7,DRONA PARVA,47338,arjuna
7,DRONA PARVA,47354,arjuna
7,DRONA PARVA,47382,arjuna
7,DRONA PARVA,47456,arjuna
7,DRONA PARVA,48142,arjuna
7,DRONA PARVA,48272,arjuna
7,DRONA PARVA,48278,arjuna
7,DRONA PARVA,48405,arjuna
7,DRONA PARVA,48579,arjuna
7,DRONA PARVA,48687,arjuna
7,DRONA PARVA,49363,arjuna
7,DRONA PARVA,49671,karna
7,DRONA PARVA,49732,arjuna
7,DRONA PARVA,49931,arjuna
7,DRONA PARVA,50291,karna
7,DRONA PARVA,50375,karna
7,DRONA PARVA,50392,karna
7,DRONA PARVA,50416,karna
7,DRONA PARVA,50427,karna
7,DRONA PARVA,50454,arjuna
7,DRONA PARVA,50477,karna
7,DRONA PARVA,50726,arjuna
7,DRONA PARVA,50833,arjuna
7,DRONA PARVA,50974,arjuna
7,DRONA PARVA,51028,arjuna
7,DRONA PARVA,51079,arjuna
7,DRONA PARVA,51182,arjuna
7,DRONA PARVA,51601,karna
7,DRONA PARVA,51894,karna
7,DRONA PARVA,51955,arjuna
7,DRONA PARVA,52010,arjuna
7,DRONA PARVA,52013,arjuna
7,DRONA PARVA,52053,arjuna
7,DRONA PARVA,53252,karna
7,DRONA PARVA,53277,karna
7,DRONA PARVA,53380,karna
7,DRONA PARVA,53487,arjuna
7,DRONA PARVA,53501,karna
7,DRONA PARVA,53538,karna
7,DRONA PARVA,53544,karna
7,DRONA PARVA,53587,karna
7,DRONA PARVA,53603,karna
7,DRONA PARVA,53668,karna
7,DRONA PARVA,53696,karna
7,DRONA PARVA,53815,karna
7,DRONA PARVA,53833,karna
7,DRONA PARVA,53885,karna
7,DRONA PARVA,54016,arjuna
7,DRONA PARVA,54335,arjuna
7,DRONA PARVA,54563,arjuna
7,DRONA PARVA,55470,arjuna
7,DRONA PARVA,55943,arjuna
7,DRONA PARVA,56047,arjuna
7,DRONA PARVA,56606,arjuna
7,DRONA PARVA,56733,arjuna
7,DRONA PARVA,57077,arjuna
7,DRONA PARVA,57170,arjuna
7,DRONA PARVA,57241,arjuna
7,DRONA PARVA,57747,karna
7,DRONA PARVA,57823,arjuna
7,DRONA PARVA,57907,arjuna
7,DRONA PARVA,58191,karna
7,DRONA PARVA,58232,arjuna
7,DRONA PARVA,58301,arjuna
7,DRONA PARVA,58332,arjuna
7,DRONA PARVA,58378,arjuna
7,DRONA PARVA,58601,karna
7,DRONA PARVA,58753,arjuna
7,DRONA PARVA,58785,karna
7,DRONA PARVA,58908,arjuna
7,DRONA PARVA,59034,karna
7,DRONA PARVA,59270,karna
7,DRONA PARVA,59330,karna
7,DRONA PARVA,59348,karna
7,DRONA PARVA,59384,karna
7,DRONA PARVA,59491,arjuna
7,DRONA PARVA,59534,arjuna
7,DRONA PARVA,59637,arjuna
7,DRONA PARVA,59672,arjuna
7,DRONA PARVA,59797,karna
7,DRONA PARVA,59902,arjuna
7,DRONA PARVA,60049,karna
7,DRONA PARVA,60056,arjuna
7,DRONA PARVA,60139,karna
7,DRONA PARVA,60305,karna
7,DRONA PARVA,60461,arjuna
7,DRONA PARVA,60558,karna
7,DRONA PARVA,60822,arjuna
7,DRONA PARVA,61472,karna
7,DRONA PARVA,61935,arjuna
7,DRONA PARVA,61966,arjuna
7,DRONA PARVA,62942,arjuna
7,DRONA PARVA,62985,arjuna
7,DRONA PARVA,63042,arjuna
7,DRONA PARVA,63185,arjuna
7,DRONA PARVA,79073,arjuna
7,DRONA PARVA,79731,arjuna
7,DRONA PARVA,79767,arjuna
7,DRONA PARVA,80004,arjuna
7,DRONA PARVA,80040,arjuna
7,DRONA PARVA,80053,arjuna
7,DRONA PARVA,80927,arjuna
7,DRONA PARVA,81012,karna
7,DRONA PARVA,81427,arjuna
7,DRONA PARVA,82199,arjuna
7,DRONA PARVA,82244,arjuna
7,DRONA PARVA,82605,karna
7,DRONA PARVA,82802,arjuna
7,DRONA PARVA,82905,arjuna
7,DRONA PARVA,83715,arjuna
7,DRONA PARVA,83726,arjuna
7,DRONA PARVA,83742,arjuna
7,DRONA PARVA,83827,arjuna
7,DRONA PARVA,84044,karna
7,DRONA PARVA,84209,arjuna
7,DRONA PARVA,84328,karna
7,DRONA PARVA,84636,arjuna
7,DRONA PARVA,84662,arjuna
7,DRONA PARVA,84686,arjuna
7,DRONA PARVA,85625,arjuna
7,DRONA PARVA,85644,arjuna
7,DRONA PARVA,85777,arjuna
7,DRONA PARVA,85809,karna
7,DRONA PARVA,85968,arjuna
7,DRONA PARVA,86033,arjuna
7,DRONA PARVA,86859,arjuna
7,DRONA PARVA,87137,arjuna
7,DRONA PARVA,87232,arjuna
7,DRONA PARVA,89282,arjuna
7,DRONA PARVA,89330,arjuna
7,DRONA PARVA,89339,arjuna
7,DRONA PARVA,89598,arjuna
7,DRONA PARVA,89721,arjuna
7,DRONA PARVA,89806,arjuna
7,DRONA PARVA,89845,arjuna
7,DRONA PARVA,89879,arjuna
7,DRONA PARVA,89980,arjuna
7,DRONA PARVA,90108,arjuna
7,DRONA PARVA,90140,arjuna
7,DRONA PARVA,90166,arjuna
7,DRONA PARVA,90179,arjuna
7,DRONA PARVA,90199,arjuna
7,DRONA PARVA,90206,karna
7,DRONA PARVA,90353,arjuna
7,DRONA PARVA,90652,arjuna
7,DRONA PARVA,91377,arjuna
7,DRONA PARVA,91457,arjuna
7,DRONA PARVA,91629,arjuna
7,DRONA PARVA,92271,arjuna
7,DRONA PARVA,92413,arjuna
7,DRONA PARVA,92436,arjuna
7,DRONA PARVA,92927,arjuna
7,DRONA PARVA,93061,arjuna
7,DRONA PARVA,93171,arjuna
7,DRONA PARVA,93246,arjuna
7,DRONA PARVA,93267,arjuna
7,DRONA PARVA,93425,arjuna
7,DRONA PARVA,93606,arjuna
7,DRONA PARVA,93709,arjuna
7,DRONA PARVA,93726,arjuna
7,DRONA PARVA,93750,arjuna
7,DRONA PARVA,95299,arjuna
7,DRONA PARVA,95619,arjuna
7,DRONA PARVA,95673,arjuna
7,DRONA PARVA,95700,arjuna
7,DRONA PARVA,95920,arjuna
7,DRONA PARVA,95955,arjuna
7,DRONA PARVA,96133,arjuna
7,DRONA PARVA,96168,arjuna
7,DRONA PARVA,96211,arjuna
7,DRONA PARVA,96306,arjuna
7,DRONA PARVA,96364,arjuna
7,DRONA PARVA,96593,arjuna
7,DRONA PARVA,96707,arjuna
7,DRONA PARVA,97103,arjuna
7,DRONA PARVA,97859,karna
7,DRONA PARVA,98233,arjuna
7,DRONA PARVA,98365,karna
7,DRONA PARVA,98423,arjuna
7,DRONA PARVA,98496,arjuna
7,DRONA PARVA,98614,karna
7,DRONA PARVA,99008,karna
7,DRONA PARVA,99328,arjuna
7,DRONA PARVA,99338,arjuna
7,DRONA PARVA,99697,arjuna
7,DRONA PARVA,99791,karna
7,DRONA PARVA,100213,karna
7,DRONA PARVA,100578,arjuna
7,DRONA PARVA,101212,arjuna
7,DRONA PARVA,101347,arjuna
7,DRONA PARVA,101659,arjuna
7,DRONA PARVA,101681,arjuna
7,DRONA PARVA,102063,arjuna
7,DRONA PARVA,102273,arjuna
7,DRONA PARVA,102357,arjuna
7,DRONA PARVA,102370,arjuna
7,DRONA PARVA,102380,arjuna
7,DRONA PARVA,102416,arjuna
7,DRONA PARVA,102462,arjuna
7,DRONA PARVA,102488,arjuna
7,DRONA PARVA,102522,arjuna
7,DRONA PARVA,102669,arjuna
7,DRONA PARVA,102834,arjuna
7,DRONA PARVA,102883,arjuna
7,DRONA PARVA,103079,arjuna
7,DRONA PARVA,103311,arjuna
7,DRONA PARVA,103609,arjuna
7,DRONA PARVA,103636,arjuna
7,DRONA PARVA,103651,arjuna
7,DRONA PARVA,103663,arjuna
7,DRONA PARVA,103676,arjuna
7,DRONA PARVA,103919,arjuna
7,DRONA PARVA,104075,arjuna
7,DRONA PARVA,104121,arjuna
7,DRONA PARVA,104156,arjuna
7,DRONA PARVA,104327,arjuna
7,DRONA PARVA,104347,arjuna
7,DRONA PARVA,104382,arjuna
7,DRONA PARVA,104572,karna
7,DRONA PARVA,104600,arjuna
7,DRONA PARVA,104708,arjuna
7,DRONA PARVA,104877,arjuna
7,DRONA PARVA,104892,arjuna
7,DRONA PARVA,104909,arjuna
7,DRONA PARVA,104953,arjuna
7,DRONA PARVA,105008,arjuna
7,DRONA PARVA,105040,arjuna
7,DRONA PARVA,105085,arjuna
7,DRONA PARVA,105235,arjuna
7,DRONA PARVA,105283,arjuna
7,DRONA PARVA,105339,arjuna
7,DRONA PARVA,105382,arjuna
7,DRONA PARVA,105476,arjuna
7,DRONA PARVA,105499,arjuna
7,DRONA PARVA,105548,arjuna
7,DRONA PARVA,105694,arjuna
7,DRONA PARVA,105783,arjuna
7,DRONA PARVA,105835,arjuna
7,DRONA PARVA,105844,arjuna
7,DRONA PARVA,105902,arjuna
7,DRONA PARVA,106534,arjuna
7,DRONA PARVA,106685,arjuna
7,DRONA PARVA,107220,arjuna
7,DRONA PARVA,107249,arjuna
7,DRONA PARVA,107290,arjuna
7,DRONA PARVA,107625,arjuna
7,DRONA PARVA,107765,arjuna
7,DRONA PARVA,107881,arjuna
7,DRONA PARVA,108236,arjuna
7,DRONA PARVA,108386,arjuna
7,DRONA PARVA,108589,arjuna
7,DRONA PARVA,108760,arjuna
7,DRONA PARVA,108849,arjuna
7,DRONA PARVA,108873,arjuna
7,DRONA PARVA,108989,arjuna
7,DRONA PARVA,108996,arjuna
7,DRONA PARVA,109245,arjuna
7,DRONA PARVA,109275,arjuna
7,DRONA PARVA,109808,arjuna
7,DRONA PARVA,110084,arjuna
7,DRONA PARVA,110406,arjuna
7,DRONA PARVA,111619,arjuna
7,DRONA PARVA,113202,karna
7,DRONA PARVA,113899,karna
7,DRONA PARVA,117014,arjuna
7,DRONA PARVA,117128,arjuna
7,DRONA PARVA,117212,arjuna
7,DRONA PARVA,117312,arjuna
7,DRONA PARVA,117375,arjuna
7,DRONA PARVA,117480,arjuna
7,DRONA PARVA,117494,arjuna
7,DRONA PARVA,117512,arjuna
7,DRONA PARVA,117522,arjuna
7,DRONA PARVA,117705,arjuna
7,DRONA PARVA,117867,arjuna
7,DRONA PARVA,117921,arjuna
7,DRONA PARVA,117940,arjuna
7,DRONA PARVA,118048,arjuna
7,DRONA PARVA,118197,arjuna
7,DRONA PARVA,118640,arjuna
7,DRONA PARVA,118659,arjuna
7,DRONA PARVA,118687,arjuna
7,DRONA PARVA,119282,arjuna
7,DRONA PARVA,119417,arjuna
7,DRONA PARVA,119587,arjuna
7,DRONA PARVA,119954,arjuna
7,DRONA PARVA,120550,arjuna
7,DRONA PARVA,120854,arjuna
7,DRONA PARVA,121431,arjuna
7,DRONA PARVA,122262,arjuna
7,DRONA PARVA,122665,arjuna
7,DRONA PARVA,122823,arjuna
7,DRONA PARVA,122979,arjuna
7,DRONA PARVA,123320,arjuna
7,DRONA PARVA,123388,arjuna
7,DRONA PARVA,123566,arjuna
7,DRONA PARVA,123626,arjuna
7,DRONA PARVA,123707,arjuna
7,DRONA PARVA,123717,arjuna
7,DRONA PARVA,123776,arjuna
7,DRONA PARVA,123807,arjuna
7,DRONA PARVA,123831,arjuna
7,DRONA PARVA,123914,arjuna
7,DRONA PARVA,123933,arjuna
7,DRONA PARVA,124294,karna
7,DRONA PARVA,124394,arjuna
7,DRONA PARVA,124684,arjuna
7,DRONA PARVA,124721,arjuna
7,DRONA PARVA,124873,arjuna
7,DRONA PARVA,124898,arjuna
7,DRONA PARVA,124912,karna
7,DRONA PARVA,124972,karna
7,DRONA PARVA,124989,arjuna
7,DRONA PARVA,125055,arjuna
7,DRONA PARVA,125082,karna
7,DRONA PARVA,125161,arjuna
7,DRONA PARVA,125604,karna
7,DRONA PARVA,126077,arjuna
7,DRONA PARVA,126089,arjuna
7,DRONA PARVA,126135,arjuna
7,DRONA PARVA,126323,arjuna
7,DRONA PARVA,126376,arjuna
7,DRONA PARVA,126412,arjuna
7,DRONA PARVA,129092,arjuna
7,DRONA PARVA,132354,arjuna
7,DRONA PARVA,132643,arjuna
7,DRONA PARVA,132824,arjuna
7,DRONA PARVA,132913,arjuna
7,DRONA PARVA,132925,arjuna
7,DRONA PARVA,133205,arjuna
7,DRONA PARVA,133312,arjuna
7,DRONA PARVA,133327,arjuna
