book_no,book_title,plot_index,words
7,DRONA PARVA,133335,arjuna
7,DRONA PARVA,133661,arjuna
7,DRONA PARVA,133733,arjuna
7,DRONA PARVA,133904,arjuna
7,DRONA PARVA,133917,arjuna
7,DRONA PARVA,133984,arjuna
7,DRONA PARVA,134183,arjuna
7,DRONA PARVA,134269,arjuna
7,DRONA PARVA,134289,arjuna
7,DRONA PARVA,134332,arjuna
7,DRONA PARVA,134689,arjuna
7,DRONA PARVA,134698,arjuna
7,DRONA PARVA,135131,arjuna
7,DRONA PARVA,135211,arjuna
7,DRONA PARVA,135242,arjuna
7,DRONA PARVA,135254,arjuna
7,DRONA PARVA,135305,karna
7,DRONA PARVA,135327,arjuna
7,DRONA PARVA,135382,arjuna
7,DRONA PARVA,135493,arjuna
7,DRONA PARVA,135592,arjuna
7,DRONA PARVA,135686,arjuna
7,DRONA PARVA,135730,arjuna
7,DRONA PARVA,136017,arjuna
7,DRONA PARVA,136062,arjuna
7,DRONA PARVA,136229,arjuna
7,DRONA PARVA,136306,karna
7,DRONA PARVA,136691,karna
7,DRONA PARVA,136710,karna
7,DRONA PARVA,136723,karna
7,DRONA PARVA,136736,arjuna
7,DRONA PARVA,136952,arjuna
7,DRONA PARVA,136978,arjuna
7,DRONA PARVA,137149,karna
7,DRONA PARVA,138340,arjuna
7,DRONA PARVA,139187,arjuna
7,DRONA PARVA,139449,karna
7,DRONA PARVA,139605,karna
7,DRONA PARVA,139650,karna
7,DRONA PARVA,140913,karna
7,DRONA PARVA,141326,arjuna
7,DRONA PARVA,141413,arjuna
7,DRONA PARVA,141430,arjuna
7,DRONA PARVA,141521,arjuna
7,DRONA PARVA,141810,arjuna
7,DRONA PARVA,146348,arjuna
7,DRONA PARVA,148319,arjuna
7,DRONA PARVA,148671,arjuna
7,DRONA PARVA,148753,arjuna
7,DRONA PARVA,148795,arjuna
7,DRONA PARVA,150102,arjuna
7,DRONA PARVA,150143,arjuna
7,DRONA PARVA,151089,arjuna
7,DRONA PARVA,151527,arjuna
7,DRONA PARVA,151568,arjuna
7,DRONA PARVA,155957,arjuna
7,DRONA PARVA,156395,arjuna
7,DRONA PARVA,156726,arjuna
7,DRONA PARVA,156766,arjuna
7,DRONA PARVA,156924,arjuna
7,DRONA PARVA,157666,arjuna
7,DRONA PARVA,157722,arjuna
7,DRONA PARVA,160202,arjuna
7,DRONA PARVA,160354,arjuna
7,DRONA PARVA,160497,arjuna
7,DRONA PARVA,160944,arjuna
7,DRONA PARVA,161144,arjuna
7,DRONA PARVA,161307,arjuna
7,DRONA PARVA,161483,arjuna
7,DRONA PARVA,161507,arjuna
7,DRONA PARVA,161732,arjuna
7,DRONA PARVA,161795,arjuna
7,DRONA PARVA,162906,arjuna
7,DRONA PARVA,162958,arjuna
7,DRONA PARVA,164485,arjuna
7,DRONA PARVA,164501,arjuna
7,DRONA PARVA,164554,arjuna
7,DRONA PARVA,164585,arjuna
7,DRONA PARVA,164648,arjuna
7,DRONA PARVA,165132,arjuna
7,DRONA PARVA,165488,arjuna
7,DRONA PARVA,165572,karna
7,DRONA PARVA,165598,karna
7,DRONA PARVA,165649,karna
7,DRONA PARVA,165666,karna
7,DRONA PARVA,165798,karna
7,DRONA PARVA,165801,karna
7,DRONA PARVA,165837,karna
7,DRONA PARVA,165844,karna
7,DRONA PARVA,165880,karna
7,DRONA PARVA,165892,karna
7,DRONA PARVA,165904,karna
7,DRONA PARVA,165913,karna
7,DRONA PARVA,165985,karna
7,DRONA PARVA,166041,karna
7,DRONA PARVA,166089,karna
7,DRONA PARVA,166102,karna
7,DRONA PARVA,166119,karna
7,DRONA PARVA,166146,karna
7,DRONA PARVA,166156,karna
7,DRONA PARVA,166183,karna
7,DRONA PARVA,166213,karna
7,DRONA PARVA,166250,arjuna
7,DRONA PARVA,166297,karna
7,DRONA PARVA,166351,arjuna
7,DRONA PARVA,166438,arjuna
7,DRONA PARVA,166521,arjuna
7,DRONA PARVA,167142,arjuna
7,DRONA PARVA,167182,arjuna
7,DRONA PARVA,167665,arjuna
7,DRONA PARVA,167753,arjuna
7,DRONA PARVA,167770,karna
7,DRONA PARVA,167783,karna
7,DRONA PARVA,167802,karna
7,DRONA PARVA,167859,karna
7,DRONA PARVA,167870,karna
7,DRONA PARVA,167904,karna
7,DRONA PARVA,167959,arjuna
7,DRONA PARVA,168022,karna
7,DRONA PARVA,168035,karna
7,DRONA PARVA,168323,karna
7,DRONA PARVA,168353,arjuna
7,DRONA PARVA,168392,karna
7,DRONA PARVA,168435,karna
7,DRONA PARVA,168490,karna
7,DRONA PARVA,168548,karna
7,DRONA PARVA,168601,karna
7,DRONA PARVA,168638,karna
7,DRONA PARVA,168719,karna
7,DRONA PARVA,168730,karna
7,DRONA PARVA,168748,karna
7,DRONA PARVA,168795,karna
7,DRONA PARVA,168818,karna
7,DRONA PARVA,168844,karna
7,DRONA PARVA,168860,karna
7,DRONA PARVA,168929,karna
7,DRONA PARVA,168962,karna
7,DRONA PARVA,168998,karna
7,DRONA PARVA,169055,karna
7,DRONA PARVA,169136,karna
7,DRONA PARVA,169181,karna
7,DRONA PARVA,169191,karna
7,DRONA PARVA,169201,karna
7,DRONA PARVA,169272,karna
7,DRONA PARVA,169291,karna
7,DRONA PARVA,169300,karna
7,DRONA PARVA,169325,karna
7,DRONA PARVA,169353,karna
7,DRONA PARVA,169393,karna
7,DRONA PARVA,169434,karna
7,DRONA PARVA,169463,karna
7,DRONA PARVA,169510,karna
7,DRONA PARVA,169555,karna
7,DRONA PARVA,169797,karna
7,DRONA PARVA,169871,karna
7,DRONA PARVA,169985,karna
7,DRONA PARVA,170085,karna
7,DRONA PARVA,170132,karna
7,DRONA PARVA,170166,karna
7,DRONA PARVA,170180,karna
7,DRONA PARVA,170282,karna
7,DRONA PARVA,170568,karna
7,DRONA PARVA,170688,karna
7,DRONA PARVA,170704,karna
7,DRONA PARVA,170793,karna
7,DRONA PARVA,170825,karna
7,DRONA PARVA,170859,karna
7,DRONA PARVA,170886,karna
7,DRONA PARVA,171095,karna
7,DRONA PARVA,171133,karna
7,DRONA PARVA,171233,karna
7,DRONA PARVA,171261,karna
7,DRONA PARVA,171398,karna
7,DRONA PARVA,171473,karna
7,DRONA PARVA,171714,karna
7,DRONA PARVA,171765,karna
7,DRONA PARVA,171809,karna
7,DRONA PARVA,171862,karna
7,DRONA PARVA,171888,karna
7,DRONA PARVA,171958,karna
7,DRONA PARVA,172000,karna
7,DRONA PARVA,172025,karna
7,DRONA PARVA,172062,karna
7,DRONA PARVA,172117,karna
7,DRONA PARVA,172148,karna
7,DRONA PARVA,172162,karna
7,DRONA PARVA,172196,karna
7,DRONA PARVA,172241,karna
7,DRONA PARVA,172267,karna
7,DRONA PARVA,172440,karna
7,DRONA PARVA,172466,karna
7,DRONA PARVA,172598,karna
7,DRONA PARVA,172641,karna
7,DRONA PARVA,172734,karna
7,DRONA PARVA,172757,karna
7,DRONA PARVA,173009,karna
7,DRONA PARVA,173105,karna
7,DRONA PARVA,173133,karna
7,DRONA PARVA,173159,karna
7,DRONA PARVA,173228,karna
7,DRONA PARVA,173375,karna
7,DRONA PARVA,173403,karna
7,DRONA PARVA,173438,arjuna
7,DRONA PARVA,173574,karna
7,DRONA PARVA,173611,karna
7,DRONA PARVA,173626,karna
7,DRONA PARVA,173925,karna
7,DRONA PARVA,174039,karna
7,DRONA PARVA,174069,karna
7,DRONA PARVA,174082,karna
7,DRONA PARVA,174220,karna
7,DRONA PARVA,174248,karna
7,DRONA PARVA,174292,karna
7,DRONA PARVA,174305,karna
7,DRONA PARVA,174312,karna
7,DRONA PARVA,174346,karna
7,DRONA PARVA,174400,karna
7,DRONA PARVA,174423,karna
7,DRONA PARVA,174436,karna
7,DRONA PARVA,174459,karna
7,DRONA PARVA,174496,karna
7,DRONA PARVA,174576,karna
7,DRONA PARVA,174655,karna
7,DRONA PARVA,174686,karna
7,DRONA PARVA,174868,karna
7,DRONA PARVA,174889,karna
7,DRONA PARVA,175052,karna
7,DRONA PARVA,175279,karna
7,DRONA PARVA,175299,karna
7,DRONA PARVA,175313,karna
7,DRONA PARVA,175352,arjuna
7,DRONA PARVA,175362,karna
7,DRONA PARVA,175439,karna
7,DRONA PARVA,175463,karna
7,DRONA PARVA,175504,karna
7,DRONA PARVA,175550,karna
7,DRONA PARVA,175566,karna
7,DRONA PARVA,175601,karna
7,DRONA PARVA,175733,karna
7,DRONA PARVA,175772,karna
7,DRONA PARVA,175939,karna
7,DRONA PARVA,176634,karna
7,DRONA PARVA,176664,karna
7,DRONA PARVA,177005,karna
7,DRONA PARVA,177106,karna
7,DRONA PARVA,177150,karna
7,DRONA PARVA,177179,karna
7,DRONA PARVA,177323,karna
7,DRONA PARVA,177353,karna
7,DRONA PARVA,177394,karna
7,DRONA PARVA,177416,karna
7,DRONA PARVA,177535,karna
7,DRONA PARVA,177834,karna
7,DRONA PARVA,177846,karna
7,DRONA PARVA,177914,karna
7,DRONA PARVA,177954,karna
7,DRONA PARVA,178050,karna
7,DRONA PARVA,178106,karna
7,DRONA PARVA,178128,karna
7,DRONA PARVA,178161,karna
7,DRONA PARVA,178184,karna
7,DRONA PARVA,178233,karna
7,DRONA PARVA,178577,karna
7,DRONA PARVA,178617,karna
7,DRONA PARVA,178661,karna
7,DRONA PARVA,178732,karna
7,DRONA PARVA,178789,karna
7,DRONA PARVA,178841,karna
7,DRONA PARVA,178935,karna
7,DRONA PARVA,178982,karna
7,DRONA PARVA,179122,karna
7,DRONA PARVA,179286,karna
7,DRONA PARVA,179367,karna
7,DRONA PARVA,179507,karna
7,DRONA PARVA,179529,karna
7,DRONA PARVA,179576,karna
7,DRONA PARVA,179676,karna
7,DRONA PARVA,179739,karna
7,DRONA PARVA,179784,karna
7,DRONA PARVA,179838,karna
7,DRONA PARVA,179917,karna
7,DRONA PARVA,179946,karna
7,DRONA PARVA,179959,karna
7,DRONA PARVA,179991,karna
7,DRONA PARVA,180009,karna
7,DRONA PARVA,180032,karna
7,DRONA PARVA,180201,karna
7,DRONA PARVA,180215,arjuna
7,DRONA PARVA,180234,karna
7,DRONA PARVA,180318,karna
7,DRONA PARVA,180343,karna
7,DRONA PARVA,180387,karna
7,DRONA PARVA,180389,karna
7,DRONA PARVA,180441,arjuna
7,DRONA PARVA,180459,karna
7,DRONA PARVA,180497,karna
7,DRONA PARVA,180516,karna
7,DRONA PARVA,180553,karna
7,DRONA PARVA,180603,karna
7,DRONA PARVA,180873,karna
7,DRONA PARVA,180886,karna
7,DRONA PARVA,180984,karna
7,DRONA PARVA,180991,karna
7,DRONA PARVA,181093,karna
7,DRONA PARVA,181121,karna
7,DRONA PARVA,181161,arjuna
7,DRONA PARVA,181202,karna
7,DRONA PARVA,181221,karna
7,DRONA PARVA,181256,karna
7,DRONA PARVA,181309,karna
7,DRONA PARVA,181345,karna
7,DRONA PARVA,181378,karna
7,DRONA PARVA,181385,arjuna
7,DRONA PARVA,181544,arjuna
7,DRONA PARVA,181646,karna
7,DRONA PARVA,181750,arjuna
7,DRONA PARVA,181765,arjuna
7,DRONA PARVA,181795,arjuna
7,DRONA PARVA,181908,karna
7,DRONA PARVA,182335,arjuna
7,DRONA PARVA,182376,arjuna
7,DRONA PARVA,182546,arjuna
7,DRONA PARVA,183704,arjuna
7,DRONA PARVA,183830,arjuna
7,DRONA PARVA,185232,arjuna
7,DRONA PARVA,185379,arjuna
7,DRONA PARVA,185392,arjuna
7,DRONA PARVA,185434,arjuna
7,DRONA PARVA,185717,arjuna
7,DRONA PARVA,185889,arjuna
7,DRONA PARVA,186068,arjuna
7,DRONA PARVA,187098,arjuna
7,DRONA PARVA,187528,arjuna
7,DRONA PARVA,187809,arjuna
7,DRONA PARVA,187827,karna
7,DRONA PARVA,189531,arjuna
7,DRONA PARVA,189680,karna
7,DRONA PARVA,189699,arjuna
7,DRONA PARVA,189777,karna
7,DRONA PARVA,189806,karna
7,DRONA PARVA,189820,arjuna
7,DRONA PARVA,189856,karna
7,DRONA PARVA,189904,arjuna
7,DRONA PARVA,189928,arjuna
7,DRONA PARVA,189946,karna
7,DRONA PARVA,190011,karna
7,DRONA PARVA,190163,karna
7,DRONA PARVA,190476,arjuna
7,DRONA PARVA,190526,arjuna
7,DRONA PARVA,190530,karna
7,DRONA PARVA,190544,arjuna
7,DRONA PARVA,190787,karna
7,DRONA PARVA,190827,arjuna
7,DRONA PARVA,190854,arjuna
7,DRONA PARVA,190972,arjuna
7,DRONA PARVA,191011,arjuna
7,DRONA PARVA,191036,arjuna
7,DRONA PARVA,191063,arjuna
7,DRONA PARVA,191227,arjuna
7,DRONA PARVA,191259,arjuna
7,DRONA PARVA,191336,karna
7,DRONA PARVA,191406,karna
7,DRONA PARVA,191435,karna
7,DRONA PARVA,191458,karna
7,DRONA PARVA,191525,karna
7,DRONA PARVA,191577,arjuna
7,DRONA PARVA,191602,karna
7,DRONA PARVA,191640,karna
7,DRONA PARVA,191665,karna
7,DRONA PARVA,191739,karna
7,DRONA PARVA,191744,arjuna
7,DRONA PARVA,191753,karna
7,DRONA PARVA,191772,karna
7,DRONA PARVA,191783,arjuna
7,DRONA PARVA,191788,arjuna
7,DRONA PARVA,191867,karna
7,DRONA PARVA,191953,arjuna
7,DRONA PARVA,191979,karna
7,DRONA PARVA,191981,arjuna
7,DRONA PARVA,192006,karna
7,DRONA PARVA,192023,karna
7,DRONA PARVA,192036,karna
7,DRONA PARVA,192058,karna
7,DRONA PARVA,192095,arjuna
7,DRONA PARVA,192246,arjuna
7,DRONA PARVA,192310,arjuna
7,DRONA PARVA,192364,arjuna
7,DRONA PARVA,192404,arjuna
7,DRONA PARVA,192511,arjuna
7,DRONA PARVA,192951,arjuna
7,DRONA PARVA,192998,arjuna
7,DRONA PARVA,193051,arjuna
7,DRONA PARVA,193296,arjuna
7,DRONA PARVA,193798,arjuna
7,DRONA PARVA,193866,arjuna
7,DRONA PARVA,193959,arjuna
7,DRONA PARVA,194171,arjuna
7,DRONA PARVA,194178,arjuna
7,DRONA PARVA,194264,karna
7,DRONA PARVA,194390,arjuna
7,DRONA PARVA,194401,arjuna
7,DRONA PARVA,194413,arjuna
7,DRONA PARVA,194892,karna
7,DRONA PARVA,195505,karna
7,DRONA PARVA,195534,arjuna
7,DRONA PARVA,195596,karna
7,DRONA PARVA,195605,arjuna
7,DRONA PARVA,195744,arjuna
7,DRONA PARVA,195781,arjuna
7,DRONA PARVA,196253,arjuna
7,DRONA PARVA,196621,arjuna
7,DRONA PARVA,196756,arjuna
7,DRONA PARVA,196925,arjuna
7,DRONA PARVA,197016,arjuna
7,DRONA PARVA,197122,arjuna
7,DRONA PARVA,197258,arjuna
7,DRONA PARVA,197879,arjuna
7,DRONA PARVA,197954,karna
7,DRONA PARVA,197961,karna
7,DRONA PARVA,198009,karna
7,DRONA PARVA,198054,karna
7,DRONA PARVA,198095,karna
7,DRONA PARVA,198156,karna
7,DRONA PARVA,198202,arjuna
7,DRONA PARVA,198396,karna
7,DRONA PARVA,198540,arjuna
7,DRONA PARVA,198746,karna
7,DRONA PARVA,198780,karna
7,DRONA PARVA,198803,karna
7,DRONA PARVA,198842,karna
7,DRONA PARVA,198949,karna
7,DRONA PARVA,198976,karna
7,DRONA PARVA,199015,karna
7,DRONA PARVA,199026,karna
7,DRONA PARVA,199053,karna
7,DRONA PARVA,199095,karna
7,DRONA PARVA,199114,karna
7,DRONA PARVA,199166,karna
7,DRONA PARVA,199221,karna
7,DRONA PARVA,199275,karna
7,DRONA PARVA,199283,karna
7,DRONA PARVA,199453,karna
7,DRONA PARVA,199467,karna
7,DRONA PARVA,199644,karna
7,DRONA PARVA,199716,karna
7,DRONA PARVA,199785,arjuna
7,DRONA PARVA,199881,karna
7,DRONA PARVA,199901,karna
7,DRONA PARVA,199946,karna
7,DRONA PARVA,200039,arjuna
7,DRONA PARVA,200046,karna
7,DRONA PARVA,200056,karna
7,DRONA PARVA,200523,arjuna
7,DRONA PARVA,200529,karna
7,DRONA PARVA,200583,arjuna
7,DRONA PARVA,200772,karna
7,DRONA PARVA,200804,arjuna
7,DRONA PARVA,201774,arjuna
7,DRONA PARVA,202680,arjuna
7,DRONA PARVA,203113,karna
7,DRONA PARVA,203414,arjuna
7,DRONA PARVA,203439,arjuna
7,DRONA PARVA,203537,karna
7,DRONA PARVA,203548,karna
7,DRONA PARVA,203569,karna
7,DRONA PARVA,204160,arjuna
7,DRONA PARVA,204219,arjuna
7,DRONA PARVA,204251,karna
7,DRONA PARVA,204373,arjuna
7,DRONA PARVA,204588,arjuna
7,DRONA PARVA,204602,arjuna
7,DRONA PARVA,204622,arjuna
7,DRONA PARVA,205015,karna
7,DRONA PARVA,205043,arjuna
7,DRONA PARVA,205079,karna
7,DRONA PARVA,205151,arjuna
7,DRONA PARVA,205702,karna
7,DRONA PARVA,205954,arjuna
7,DRONA PARVA,206061,karna
7,DRONA PARVA,206092,arjuna
7,DRONA PARVA,206199,arjuna
7,DRONA PARVA,206300,arjuna
7,DRONA PARVA,209051,arjuna
7,DRONA PARVA,209710,karna
7,DRONA PARVA,209858,karna
7,DRONA PARVA,209861,karna
7,DRONA PARVA,209904,karna
7,DRONA PARVA,209925,karna
7,DRONA PARVA,210117,karna
7,DRONA PARVA,211057,karna
7,DRONA PARVA,211652,arjuna
7,DRONA PARVA,211821,arjuna
7,DRONA PARVA,212554,karna
7,DRONA PARVA,214118,karna
7,DRONA PARVA,216904,karna
7,DRONA PARVA,216917,karna
7,DRONA PARVA,217625,arjuna
7,DRONA PARVA,217713,arjuna
7,DRONA PARVA,217790,karna
7,DRONA PARVA,217825,karna
7,DRONA PARVA,217904,karna
7,DRONA PARVA,218102,karna
7,DRONA PARVA,218137,karna
7,DRONA PARVA,218181,karna
7,DRONA PARVA,218407,karna
7,DRONA PARVA,218501,arjuna
7,DRONA PARVA,218511,karna
7,DRONA PARVA,218548,karna
7,DRONA PARVA,218819,karna
7,DRONA PARVA,218844,arjuna
7,DRONA PARVA,219235,karna
7,DRONA PARVA,219298,karna
7,DRONA PARVA,219440,arjuna
7,DRONA PARVA,219450,arjuna
7,DRONA PARVA,219465,arjuna
7,DRONA PARVA,220066,karna
7,DRONA PARVA,220106,arjuna
7,DRONA PARVA,220221,arjuna
7,DRONA PARVA,220267,arjuna
7,DRONA PARVA,220275,karna
7,DRONA PARVA,220325,karna
7,DRONA PARVA,220348,karna
7,DRONA PARVA,220476,karna
7,DRONA PARVA,220571,karna
7,DRONA PARVA,220676,karna
7,DRONA PARVA,220730,karna
7,DRONA PARVA,220769,karna
7,DRONA PARVA,220779,karna
7,DRONA PARVA,220785,karna
7,DRONA PARVA,220961,karna
7,DRONA PARVA,221028,karna
7,DRONA PARVA,221197,karna
7,DRONA PARVA,221220,karna
7,DRONA PARVA,221299,karna
7,DRONA PARVA,221313,karna
7,DRONA PARVA,221340,karna
7,DRONA PARVA,221365,karna
7,DRONA PARVA,221490,karna
7,DRONA PARVA,221536,karna
7,DRONA PARVA,221547,karna
7,DRONA PARVA,221617,karna
7,DRONA PARVA,221629,karna
7,DRONA PARVA,221650,karna
7,DRONA PARVA,221666,karna
7,DRONA PARVA,221673,karna
7,DRONA PARVA,221680,arjuna
7,DRONA PARVA,221691,arjuna
7,DRONA PARVA,221694,karna
7,DRONA PARVA,221759,karna
7,DRONA PARVA,221782,karna
7,DRONA PARVA,221874,karna
7,DRONA PARVA,221911,karna
7,DRONA PARVA,221965,karna
7,DRONA PARVA,221987,karna
7,DRONA PARVA,221997,karna
7,DRONA PARVA,222448,arjuna
7,DRONA PARVA,222811,arjuna
7,DRONA PARVA,223166,karna
7,DRONA PARVA,225076,arjuna
7,DRONA PARVA,225295,arjuna
7,DRONA PARVA,225427,arjuna
7,DRONA PARVA,227189,karna
7,DRONA PARVA,228790,arjuna
7,DRONA PARVA,228821,arjuna
7,DRONA PARVA,228902,arjuna
7,DRONA PARVA,229430,karna
7,DRONA PARVA,229433,arjuna
7,DRONA PARVA,229550,arjuna
7,DRONA PARVA,229563,arjuna
7,DRONA PARVA,229864,karna
7,DRONA PARVA,230149,arjuna
7,DRONA PARVA,232841,karna
7,DRONA PARVA,232891,karna
7,DRONA PARVA,232931,karna
7,DRONA PARVA,232945,karna
7,DRONA PARVA,232993,karna
7,DRONA PARVA,233025,karna
7,DRONA PARVA,233069,karna
7,DRONA PARVA,233078,karna
7,DRONA PARVA,233101,karna
7,DRONA PARVA,233163,karna
7,DRONA PARVA,233197,karna
7,DRONA PARVA,233221,karna
7,DRONA PARVA,233310,arjuna
7,DRONA PARVA,233341,karna
7,DRONA PARVA,233416,karna
7,DRONA PARVA,233976,arjuna
7,DRONA PARVA,233993,arjuna
7,DRONA PARVA,234049,arjuna
7,DRONA PARVA,234109,arjuna
7,DRONA PARVA,234151,arjuna
7,DRONA PARVA,234608,karna
7,DRONA PARVA,234769,karna
7,DRONA PARVA,235059,karna
7,DRONA PARVA,235121,karna
7,DRONA PARVA,237363,karna
7,DRONA PARVA,237436,karna
7,DRONA PARVA,237556,karna
7,DRONA PARVA,237787,karna
7,DRONA PARVA,237817,karna
7,DRONA PARVA,237838,karna
7,DRONA PARVA,237960,karna
7,DRONA PARVA,238003,karna
7,DRONA PARVA,238049,karna
7,DRONA PARVA,238085,karna
7,DRONA PARVA,238136,karna
7,DRONA PARVA,238157,karna
7,DRONA PARVA,238183,karna
7,DRONA PARVA,238226,karna
7,DRONA PARVA,238266,karna
7,DRONA PARVA,238281,karna
7,DRONA PARVA,238289,karna
7,DRONA PARVA,238378,arjuna
7,DRONA PARVA,238421,arjuna
7,DRONA PARVA,238507,arjuna
7,DRONA PARVA,238573,arjuna
7,DRONA PARVA,238615,arjuna
7,DRONA PARVA,238854,karna
7,DRONA PARVA,239745,arjuna
7,DRONA PARVA,239776,arjuna
7,DRONA PARVA,239789,arjuna
7,DRONA PARVA,239797,arjuna
7,DRONA PARVA,239839,arjuna
7,DRONA PARVA,239869,arjuna
7,DRONA PARVA,240063,arjuna
7,DRONA PARVA,240553,karna
7,DRONA PARVA,240603,karna
7,DRONA PARVA,240922,karna
7,DRONA PARVA,241148,arjuna
7,DRONA PARVA,241205,karna
7,DRONA PARVA,241258,karna
7,DRONA PARVA,241367,arjuna
7,DRONA PARVA,241416,karna
7,DRONA PARVA,241473,karna
7,DRONA PARVA,241510,karna
7,DRONA PARVA,241728,karna
7,DRONA PARVA,241762,karna
7,DRONA PARVA,241820,karna
7,DRONA PARVA,241915,karna
7,DRONA PARVA,241922,karna
7,DRONA PARVA,241973,karna
7,DRONA PARVA,241989,karna
7,DRONA PARVA,242057,karna
7,DRONA PARVA,242067,karna
7,DRONA PARVA,242102,karna
7,DRONA PARVA,242141,karna
7,DRONA PARVA,242190,karna
7,DRONA PARVA,242288,karna
7,DRONA PARVA,242309,karna
7,DRONA PARVA,242318,karna
7,DRONA PARVA,242361,karna
7,DRONA PARVA,242405,karna
7,DRONA PARVA,242461,karna
7,DRONA PARVA,242467,karna
7,DRONA PARVA,242509,karna
7,DRONA PARVA,242557,karna
7,DRONA PARVA,242560,karna
7,DRONA PARVA,242608,karna
7,DRONA PARVA,242619,karna
7,DRONA PARVA,242633,karna
7,DRONA PARVA,242698,karna
7,DRONA PARVA,242726,karna
7,DRONA PARVA,243075,karna
7,DRONA PARVA,243096,karna
7,DRONA PARVA,243345,karna
7,DRONA PARVA,243406,karna
7,DRONA PARVA,243505,karna
7,DRONA PARVA,243530,karna
7,DRONA PARVA,243567,karna
7,DRONA PARVA,243673,karna
7,DRONA PARVA,243711,karna
7,DRONA PARVA,243767,karna
7,DRONA PARVA,243792,karna
7,DRONA PARVA,243821,karna
7,DRONA PARVA,243850,karna
7,DRONA PARVA,243860,karna
7,DRONA PARVA,244007,karna
7,DRONA PARVA,244138,karna
7,DRONA PARVA,244335,karna
7,DRONA PARVA,244922,karna
7,DRONA PARVA,244971,karna
7,DRONA PARVA,244987,karna
7,DRONA PARVA,244998,karna
7,DRONA PARVA,245053,karna
7,DRONA PARVA,245726,karna
7,DRONA PARVA,245805,karna
7,DRONA PARVA,245851,karna
7,DRONA PARVA,246047,karna
7,DRONA PARVA,246102,karna
7,DRONA PARVA,246135,karna
7,DRONA PARVA,246320,karna
7,DRONA PARVA,246387,karna
7,DRONA PARVA,246530,karna
7,DRONA PARVA,246565,karna
7,DRONA PARVA,246625,karna
7,DRONA PARVA,246627,karna
7,DRONA PARVA,246673,karna
7,DRONA PARVA,246721,karna
7,DRONA PARVA,246756,karna
7,DRONA PARVA,246820,karna
7,DRONA PARVA,246854,karna
7,DRONA PARVA,247131,karna
7,DRONA PARVA,247235,karna
7,DRONA PARVA,247264,karna
7,DRONA PARVA,247284,karna
7,DRONA PARVA,247299,karna
7,DRONA PARVA,247372,karna
7,DRONA PARVA,247383,karna
7,DRONA PARVA,247437,karna
7,DRONA PARVA,247518,karna
7,DRONA PARVA,247606,karna
7,DRONA PARVA,247617,karna
7,DRONA PARVA,247645,karna
7,DRONA PARVA,247658,karna
7,DRONA PARVA,247691,karna
7,DRONA PARVA,247749,karna
7,DRONA PARVA,247824,karna
7,DRONA PARVA,248018,karna
7,DRONA PARVA,248112,karna
7,DRONA PARVA,248133,karna
7,DRONA PARVA,248176,karna
7,DRONA PARVA,248185,karna
7,DRONA PARVA,248234,karna
7,DRONA PARVA,248262,karna
7,DRONA PARVA,248356,karna
7,DRONA PARVA,248400,karna
7,DRONA PARVA,248419,karna
7,DRONA PARVA,248518,karna
7,DRONA PARVA,248549,karna
7,DRONA PARVA,249363,karna
7,DRONA PARVA,249482,karna
7,DRONA PARVA,249490,karna
7,DRONA PARVA,249509,karna
7,DRONA PARVA,249625,karna
7,DRONA PARVA,249674,karna
7,DRONA PARVA,249727,karna
7,DRONA PARVA,249780,karna
7,DRONA PARVA,250242,karna
7,DRONA PARVA,250321,karna
7,DRONA PARVA,250690,karna
7,DRONA PARVA,250708,karna
7,DRONA PARVA,250726,karna
7,DRONA PARVA,250836,karna
7,DRONA PARVA,250869,karna
7,DRONA PARVA,250881,karna
7,DRONA PARVA,250937,karna
7,DRONA PARVA,251819,karna
7,DRONA PARVA,251892,karna
7,DRONA PARVA,252025,karna
7,DRONA PARVA,252095,karna
7,DRONA PARVA,252185,karna
7,DRONA PARVA,252410,karna
7,DRONA PARVA,252433,karna
7,DRONA PARVA,252512,karna
7,DRONA PARVA,252516,karna
7,DRONA PARVA,252798,karna
7,DRONA PARVA,253335,karna
7,DRONA PARVA,253353,karna
7,DRONA PARVA,253409,karna
7,DRONA PARVA,253450,karna
7,DRONA PARVA,253502,karna
7,DRONA PARVA,253532,karna
7,DRONA PARVA,253548,karna
7,DRONA PARVA,253575,arjuna
7,DRONA PARVA,253630,karna
7,DRONA PARVA,253658,karna
7,DRONA PARVA,253711,karna
7,DRONA PARVA,253885,karna
7,DRONA PARVA,254158,karna
7,DRONA PARVA,254257,arjuna
7,DRONA PARVA,254287,arjuna
7,DRONA PARVA,254556,karna
7,DRONA PARVA,254584,karna
7,DRONA PARVA,254656,karna
7,DRONA PARVA,254738,karna
7,DRONA PARVA,254773,karna
7,DRONA PARVA,254805,karna
7,DRONA PARVA,254853,karna
7,DRONA PARVA,254951,karna
7,DRONA PARVA,254985,karna
7,DRONA PARVA,255033,karna
7,DRONA PARVA,255071,karna
7,DRONA PARVA,255145,karna
7,DRONA PARVA,255232,karna
7,DRONA PARVA,255244,arjuna
7,DRONA PARVA,255330,arjuna
7,DRONA PARVA,256127,karna
7,DRONA PARVA,256133,karna
7,DRONA PARVA,256294,karna
7,DRONA PARVA,256469,arjuna
7,DRONA PARVA,256605,karna
7,DRONA PARVA,256683,karna
7,DRONA PARVA,256693,karna
7,DRONA PARVA,256715,karna
7,DRONA PARVA,256736,karna
