book_no,book_title,plot_normalise,words
8,KARNA-PARVA,61.72,karna
8,KARNA-PARVA,61.81,karna
8,KARNA-PARVA,61.83,karna
8,KARNA-PARVA,61.91,arjuna
8,KARNA-PARVA,61.92,karna
8,KARNA-PARVA,61.99,karna
8,KARNA-PARVA,62.04,karna
8,KARNA-PARVA,62.05,karna
8,KARNA-PARVA,62.06,karna
8,KARNA-PARVA,62.20,arjuna
8,KARNA-PARVA,62.23,karna
8,KARNA-PARVA,62.24,arjuna
8,KARNA-PARVA,62.26,karna
8,KARNA-PARVA,62.30,karna
8,KARNA-PARVA,62.34,arjuna
8,KARNA-PARVA,62.35,arjuna
8,KARNA-PARVA,62.37,arjuna
8,KARNA-PARVA,62.41,arjuna
8,KARNA-PARVA,62.51,arjuna
8,KARNA-PARVA,62.57,karna
8,KARNA-PARVA,62.61,arjuna
8,KARNA-PARVA,62.63,karna
8,KARNA-PARVA,62.75,karna
8,KARNA-PARVA,62.77,arjuna
8,KARNA-PARVA,62.83,karna
8,KARNA-PARVA,62.88,karna
8,KARNA-PARVA,62.89,karna
8,KARNA-PARVA,62.90,karna
8,KARNA-PARVA,62.92,karna
8,KARNA-PARVA,62.93,karna
8,KARNA-PARVA,62.94,karna
8,KARNA-PARVA,62.95,karna
8,KARNA-PARVA,62.96,karna
8,KARNA-PARVA,62.98,karna
8,KARNA-PARVA,63.03,karna
8,KARNA-PARVA,63.03,karna
8,KARNA-PARVA,63.09,arjuna
8,KARNA-PARVA,63.10,karna
8,KARNA-PARVA,63.11,karna
8,KARNA-PARVA,63.12,karna
8,KARNA-PARVA,63.16,karna
8,KARNA-PARVA,63.18,karna
8,KARNA-PARVA,63.33,karna
8,KARNA-PARVA,63.35,karna
8,KARNA-PARVA,63.38,karna
8,KARNA-PARVA,63.39,karna
8,KARNA-PARVA,63.42,karna
8,KARNA-PARVA,63.44,karna
8,KARNA-PARVA,63.45,karna
8,KARNA-PARVA,63.47,karna
8,KARNA-PARVA,63.48,karna
8,KARNA-PARVA,63.50,karna
8,KARNA-PARVA,63.52,karna
8,KARNA-PARVA,63.55,karna
8,KARNA-PARVA,63.59,karna
8,KARNA-PARVA,63.60,karna
8,KARNA-PARVA,63.93,karna
8,KARNA-PARVA,63.94,karna
8,KARNA-PARVA,63.95,karna
8,KARNA-PARVA,63.97,karna
8,KARNA-PARVA,63.97,karna
8,KARNA-PARVA,64.01,karna
8,KARNA-PARVA,64.03,karna
8,KARNA-PARVA,64.04,karna
8,KARNA-PARVA,64.06,karna
8,KARNA-PARVA,64.15,karna
8,KARNA-PARVA,64.21,karna
8,KARNA-PARVA,64.23,karna
8,KARNA-PARVA,64.26,karna
8,KARNA-PARVA,64.29,karna
8,KARNA-PARVA,64.30,karna
8,KARNA-PARVA,64.30,karna
8,KARNA-PARVA,64.32,karna
8,KARNA-PARVA,64.33,karna
8,KARNA-PARVA,64.36,arjuna
8,KARNA-PARVA,64.64,karna
8,KARNA-PARVA,64.68,karna
8,KARNA-PARVA,64.71,karna
8,KARNA-PARVA,64.98,arjuna
8,KARNA-PARVA,65.57,arjuna
8,KARNA-PARVA,65.99,arjuna
8,KARNA-PARVA,66.14,karna
8,KARNA-PARVA,66.18,karna
8,KARNA-PARVA,66.19,karna
8,KARNA-PARVA,66.23,karna
8,KARNA-PARVA,66.23,karna
8,KARNA-PARVA,66.25,arjuna
8,KARNA-PARVA,66.47,karna
8,KARNA-PARVA,66.48,arjuna
8,KARNA-PARVA,66.50,arjuna
8,KARNA-PARVA,67.11,arjuna
8,KARNA-PARVA,67.43,karna
8,KARNA-PARVA,67.44,karna
8,KARNA-PARVA,67.45,karna
8,KARNA-PARVA,67.49,arjuna
8,KARNA-PARVA,67.52,arjuna
8,KARNA-PARVA,67.54,karna
8,KARNA-PARVA,67.58,arjuna
8,KARNA-PARVA,67.82,arjuna
8,KARNA-PARVA,67.92,arjuna
8,KARNA-PARVA,68.09,karna
8,KARNA-PARVA,68.13,arjuna
8,KARNA-PARVA,68.25,karna
8,KARNA-PARVA,68.32,karna
8,KARNA-PARVA,68.35,karna
8,KARNA-PARVA,68.39,karna
8,KARNA-PARVA,68.40,karna
8,KARNA-PARVA,68.43,karna
8,KARNA-PARVA,68.44,karna
8,KARNA-PARVA,68.50,karna
8,KARNA-PARVA,68.57,arjuna
8,KARNA-PARVA,68.60,karna
8,KARNA-PARVA,68.61,karna
8,KARNA-PARVA,68.63,karna
8,KARNA-PARVA,68.66,arjuna
8,KARNA-PARVA,68.71,karna
8,KARNA-PARVA,68.80,arjuna
8,KARNA-PARVA,68.87,karna
8,KARNA-PARVA,68.89,karna
8,KARNA-PARVA,68.92,arjuna
8,KARNA-PARVA,68.96,karna
8,KARNA-PARVA,69.09,arjuna
8,KARNA-PARVA,69.18,karna
8,KARNA-PARVA,69.18,karna
8,KARNA-PARVA,69.22,karna
8,KARNA-PARVA,69.38,karna
8,KARNA-PARVA,69.47,karna
8,KARNA-PARVA,69.49,karna
8,KARNA-PARVA,69.51,karna
8,KARNA-PARVA,69.53,arjuna
8,KARNA-PARVA,69.54,karna
8,KARNA-PARVA,70.52,karna
8,KARNA-PARVA,70.68,karna
8,KARNA-PARVA,70.71,karna
8,KARNA-PARVA,70.74,karna
8,KARNA-PARVA,70.77,karna
8,KARNA-PARVA,70.79,karna
8,KARNA-PARVA,70.79,karna
8,KARNA-PARVA,70.82,karna
8,KARNA-PARVA,70.84,karna
8,KARNA-PARVA,70.95,karna
8,KARNA-PARVA,70.98,karna
8,KARNA-PARVA,71.02,karna
8,KARNA-PARVA,71.06,karna
8,KARNA-PARVA,71.07,karna
8,KARNA-PARVA,71.21,karna
8,KARNA-PARVA,71.27,karna
8,KARNA-PARVA,71.31,karna
8,KARNA-PARVA,71.32,karna
8,KARNA-PARVA,71.34,karna
8,KARNA-PARVA,71.41,karna
8,KARNA-PARVA,71.43,karna
8,KARNA-PARVA,71.50,karna
8,KARNA-PARVA,71.59,karna
8,KARNA-PARVA,71.65,karna
8,KARNA-PARVA,71.66,karna
8,KARNA-PARVA,71.69,karna
8,KARNA-PARVA,71.70,karna
8,KARNA-PARVA,71.73,karna
8,KARNA-PARVA,71.74,karna
8,KARNA-PARVA,71.77,karna
8,KARNA-PARVA,71.80,karna
8,KARNA-PARVA,71.82,karna
8,KARNA-PARVA,71.86,karna
8,KARNA-PARVA,71.90,karna
8,KARNA-PARVA,71.91,karna
8,KARNA-PARVA,71.92,karna
8,KARNA-PARVA,71.93,karna
8,KARNA-PARVA,71.96,karna
8,KARNA-PARVA,72.00,karna
8,KARNA-PARVA,72.01,karna
8,KARNA-PARVA,72.06,karna
8,KARNA-PARVA,72.10,karna
8,KARNA-PARVA,72.16,karna
8,KARNA-PARVA,72.20,karna
8,KARNA-PARVA,72.24,karna
8,KARNA-PARVA,72.25,karna
8,KARNA-PARVA,72.28,karna
8,KARNA-PARVA,72.29,karna
8,KARNA-PARVA,72.31,karna
8,KARNA-PARVA,72.33,karna
8,KARNA-PARVA,72.34,karna
8,KARNA-PARVA,72.38,karna
8,KARNA-PARVA,72.40,karna
8,KARNA-PARVA,72.45,karna
8,KARNA-PARVA,72.52,arjuna
8,KARNA-PARVA,72.56,karna
8,KARNA-PARVA,72.57,karna
8,KARNA-PARVA,72.60,karna
8,KARNA-PARVA,72.61,karna
8,KARNA-PARVA,72.62,karna
8,KARNA-PARVA,72.79,karna
8,KARNA-PARVA,73.02,karna
8,KARNA-PARVA,73.04,karna
8,KARNA-PARVA,73.05,karna
8,KARNA-PARVA,73.08,karna
8,KARNA-PARVA,73.11,karna
8,KARNA-PARVA,73.13,karna
8,KARNA-PARVA,73.53,arjuna
8,KARNA-PARVA,73.80,arjuna
8,KARNA-PARVA,73.96,arjuna
8,KARNA-PARVA,74.00,arjuna
8,KARNA-PARVA,74.20,arjuna
8,KARNA-PARVA,74.23,arjuna
8,KARNA-PARVA,74.27,arjuna
8,KARNA-PARVA,74.28,arjuna
8,KARNA-PARVA,74.34,arjuna
8,KARNA-PARVA,74.49,karna
8,KARNA-PARVA,74.57,arjuna
8,KARNA-PARVA,74.59,arjuna
8,KARNA-PARVA,74.60,arjuna
8,KARNA-PARVA,74.63,arjuna
8,KARNA-PARVA,74.64,arjuna
8,KARNA-PARVA,74.67,arjuna
8,KARNA-PARVA,74.70,arjuna
8,KARNA-PARVA,74.71,arjuna
8,KARNA-PARVA,75.64,karna
8,KARNA-PARVA,75.66,karna
8,KARNA-PARVA,75.66,karna
8,KARNA-PARVA,75.72,karna
8,KARNA-PARVA,75.77,karna
8,KARNA-PARVA,75.79,karna
8,KARNA-PARVA,75.86,karna
8,KARNA-PARVA,75.88,karna
8,KARNA-PARVA,75.92,karna
8,KARNA-PARVA,75.97,karna
8,KARNA-PARVA,75.98,karna
8,KARNA-PARVA,76.04,karna
8,KARNA-PARVA,76.12,karna
8,KARNA-PARVA,76.19,karna
8,KARNA-PARVA,76.21,karna
8,KARNA-PARVA,76.27,karna
8,KARNA-PARVA,76.29,karna
8,KARNA-PARVA,76.30,karna
8,KARNA-PARVA,76.32,karna
8,KARNA-PARVA,76.33,karna
8,KARNA-PARVA,76.35,karna
8,KARNA-PARVA,76.36,karna
8,KARNA-PARVA,76.40,karna
8,KARNA-PARVA,76.41,karna
8,KARNA-PARVA,76.47,karna
8,KARNA-PARVA,76.48,karna
8,KARNA-PARVA,76.52,karna
8,KARNA-PARVA,76.54,karna
8,KARNA-PARVA,76.58,karna
8,KARNA-PARVA,76.67,karna
8,KARNA-PARVA,76.72,karna
8,KARNA-PARVA,76.75,karna
8,KARNA-PARVA,76.76,karna
8,KARNA-PARVA,76.80,karna
8,KARNA-PARVA,76.87,arjuna
8,KARNA-PARVA,77.02,karna
8,KARNA-PARVA,77.03,karna
8,KARNA-PARVA,77.07,karna
8,KARNA-PARVA,77.09,karna
8,KARNA-PARVA,77.12,karna
8,KARNA-PARVA,77.13,karna
8,KARNA-PARVA,77.15,arjuna
8,KARNA-PARVA,77.17,arjuna
8,KARNA-PARVA,77.18,karna
8,KARNA-PARVA,77.22,karna
8,KARNA-PARVA,77.33,karna
8,KARNA-PARVA,77.40,karna
8,KARNA-PARVA,77.42,arjuna
8,KARNA-PARVA,77.48,arjuna
8,KARNA-PARVA,77.49,karna
8,KARNA-PARVA,77.57,karna
8,KARNA-PARVA,77.58,arjuna
8,KARNA-PARVA,77.60,karna
8,KARNA-PARVA,77.65,karna
8,KARNA-PARVA,78.05,karna
8,KARNA-PARVA,78.07,karna
8,KARNA-PARVA,78.11,arjuna
8,KARNA-PARVA,78.14,arjuna
8,KARNA-PARVA,78.15,karna
8,KARNA-PARVA,78.17,arjuna
8,KARNA-PARVA,78.28,arjuna
8,KARNA-PARVA,78.37,arjuna
8,KARNA-PARVA,78.41,arjuna
8,KARNA-PARVA,78.59,arjuna
8,KARNA-PARVA,78.66,arjuna
8,KARNA-PARVA,78.84,arjuna
8,KARNA-PARVA,79.00,arjuna
8,KARNA-PARVA,79.03,arjuna
8,KARNA-PARVA,79.14,arjuna
8,KARNA-PARVA,79.25,arjuna
8,KARNA-PARVA,79.29,arjuna
8,KARNA-PARVA,79.29,arjuna
8,KARNA-PARVA,79.37,arjuna
8,KARNA-PARVA,79.38,arjuna
8,KARNA-PARVA,79.40,arjuna
8,KARNA-PARVA,79.42,arjuna
8,KARNA-PARVA,79.43,karna
8,KARNA-PARVA,79.44,karna
8,KARNA-PARVA,79.45,arjuna
8,KARNA-PARVA,79.47,arjuna
8,KARNA-PARVA,79.71,arjuna
8,KARNA-PARVA,79.78,arjuna
8,KARNA-PARVA,79.81,arjuna
8,KARNA-PARVA,80.00,arjuna
8,KARNA-PARVA,80.03,arjuna
8,KARNA-PARVA,80.06,arjuna
8,KARNA-PARVA,80.14,karna
8,KARNA-PARVA,80.14,arjuna
8,KARNA-PARVA,80.16,karna
8,KARNA-PARVA,80.16,arjuna
8,KARNA-PARVA,80.20,karna
8,KARNA-PARVA,80.21,karna
8,KARNA-PARVA,80.22,karna
8,KARNA-PARVA,80.25,karna
8,KARNA-PARVA,80.26,karna
8,KARNA-PARVA,80.28,karna
8,KARNA-PARVA,80.29,karna
8,KARNA-PARVA,80.35,karna
8,KARNA-PARVA,80.40,arjuna
8,KARNA-PARVA,80.40,karna
8,KARNA-PARVA,80.49,karna
8,KARNA-PARVA,80.50,karna
8,KARNA-PARVA,80.55,karna
8,KARNA-PARVA,80.56,karna
8,KARNA-PARVA,80.60,karna
8,KARNA-PARVA,80.66,karna
8,KARNA-PARVA,80.67,arjuna
8,KARNA-PARVA,80.69,karna
8,KARNA-PARVA,80.74,arjuna
8,KARNA-PARVA,80.78,karna
8,KARNA-PARVA,80.82,karna
8,KARNA-PARVA,80.83,karna
8,KARNA-PARVA,80.86,karna
8,KARNA-PARVA,80.89,karna
8,KARNA-PARVA,81.00,karna
8,KARNA-PARVA,81.03,karna
8,KARNA-PARVA,81.03,karna
8,KARNA-PARVA,81.05,karna
8,KARNA-PARVA,81.71,karna
8,KARNA-PARVA,81.76,karna
8,KARNA-PARVA,82.07,karna
8,KARNA-PARVA,82.09,karna
8,KARNA-PARVA,82.25,arjuna
8,KARNA-PARVA,82.46,karna
8,KARNA-PARVA,82.48,karna
8,KARNA-PARVA,82.64,karna
8,KARNA-PARVA,82.68,karna
8,KARNA-PARVA,82.72,karna
8,KARNA-PARVA,82.73,karna
8,KARNA-PARVA,82.76,karna
8,KARNA-PARVA,82.79,karna
8,KARNA-PARVA,82.80,karna
8,KARNA-PARVA,82.91,karna
8,KARNA-PARVA,82.96,karna
8,KARNA-PARVA,83.01,karna
8,KARNA-PARVA,83.04,karna
8,KARNA-PARVA,83.16,karna
8,KARNA-PARVA,83.23,arjuna
8,KARNA-PARVA,83.27,karna
8,KARNA-PARVA,83.27,karna
8,KARNA-PARVA,83.28,arjuna
8,KARNA-PARVA,83.31,arjuna
8,KARNA-PARVA,83.34,karna
8,KARNA-PARVA,83.97,karna
8,KARNA-PARVA,83.98,arjuna
8,KARNA-PARVA,84.03,arjuna
8,KARNA-PARVA,84.06,karna
8,KARNA-PARVA,84.06,karna
8,KARNA-PARVA,84.08,arjuna
8,KARNA-PARVA,84.10,karna
8,KARNA-PARVA,84.13,arjuna
8,KARNA-PARVA,84.15,karna
8,KARNA-PARVA,84.15,arjuna
8,KARNA-PARVA,84.19,karna
8,KARNA-PARVA,84.20,karna
8,KARNA-PARVA,84.27,arjuna
8,KARNA-PARVA,84.31,arjuna
8,KARNA-PARVA,84.33,karna
8,KARNA-PARVA,84.34,arjuna
8,KARNA-PARVA,84.37,karna
8,KARNA-PARVA,84.40,karna
8,KARNA-PARVA,84.43,arjuna
8,KARNA-PARVA,84.43,karna
8,KARNA-PARVA,84.44,arjuna
8,KARNA-PARVA,84.45,karna
8,KARNA-PARVA,84.47,arjuna
8,KARNA-PARVA,84.50,karna
8,KARNA-PARVA,84.53,karna
8,KARNA-PARVA,84.55,karna
8,KARNA-PARVA,84.61,karna
8,KARNA-PARVA,84.65,karna
8,KARNA-PARVA,84.74,karna
8,KARNA-PARVA,84.76,arjuna
8,KARNA-PARVA,84.80,karna
8,KARNA-PARVA,84.80,karna
8,KARNA-PARVA,84.82,karna
8,KARNA-PARVA,84.85,karna
8,KARNA-PARVA,84.90,karna
8,KARNA-PARVA,84.91,karna
8,KARNA-PARVA,84.93,karna
8,KARNA-PARVA,85.02,karna
8,KARNA-PARVA,85.06,karna
8,KARNA-PARVA,85.08,karna
8,KARNA-PARVA,85.11,karna
8,KARNA-PARVA,85.11,arjuna
8,KARNA-PARVA,85.36,karna
8,KARNA-PARVA,85.47,karna
8,KARNA-PARVA,85.50,karna
8,KARNA-PARVA,85.54,karna
8,KARNA-PARVA,85.54,arjuna
8,KARNA-PARVA,85.60,karna
8,KARNA-PARVA,85.60,arjuna
8,KARNA-PARVA,85.63,karna
8,KARNA-PARVA,85.63,arjuna
8,KARNA-PARVA,85.64,karna
8,KARNA-PARVA,85.67,arjuna
8,KARNA-PARVA,85.69,karna
8,KARNA-PARVA,85.73,arjuna
8,KARNA-PARVA,85.75,arjuna
8,KARNA-PARVA,85.75,karna
8,KARNA-PARVA,85.79,karna
8,KARNA-PARVA,85.83,arjuna
8,KARNA-PARVA,85.85,arjuna
8,KARNA-PARVA,85.87,karna
8,KARNA-PARVA,85.88,arjuna
8,KARNA-PARVA,85.92,karna
8,KARNA-PARVA,85.92,arjuna
8,KARNA-PARVA,85.98,karna
8,KARNA-PARVA,85.99,arjuna
8,KARNA-PARVA,85.99,karna
8,KARNA-PARVA,86.00,karna
8,KARNA-PARVA,86.00,arjuna
8,KARNA-PARVA,86.00,karna
8,KARNA-PARVA,86.01,arjuna
8,KARNA-PARVA,86.01,karna
8,KARNA-PARVA,86.04,karna
8,KARNA-PARVA,86.07,karna
8,KARNA-PARVA,86.12,karna
8,KARNA-PARVA,86.12,arjuna
8,KARNA-PARVA,86.21,karna
8,KARNA-PARVA,86.42,karna
8,KARNA-PARVA,86.55,karna
8,KARNA-PARVA,86.55,arjuna
8,KARNA-PARVA,86.57,arjuna
8,KARNA-PARVA,86.57,karna
8,KARNA-PARVA,86.62,karna
8,KARNA-PARVA,86.68,karna
8,KARNA-PARVA,86.78,karna
8,KARNA-PARVA,86.82,karna
8,KARNA-PARVA,86.83,arjuna
8,KARNA-PARVA,86.84,arjuna
8,KARNA-PARVA,86.88,karna
8,KARNA-PARVA,86.90,karna
8,KARNA-PARVA,86.91,arjuna
8,KARNA-PARVA,86.93,karna
8,KARNA-PARVA,86.94,karna
8,KARNA-PARVA,87.01,karna
8,KARNA-PARVA,87.04,karna
8,KARNA-PARVA,87.05,karna
8,KARNA-PARVA,87.29,karna
8,KARNA-PARVA,87.29,arjuna
8,KARNA-PARVA,87.44,karna
8,KARNA-PARVA,87.59,arjuna
8,KARNA-PARVA,87.63,arjuna
8,KARNA-PARVA,87.64,arjuna
8,KARNA-PARVA,87.81,arjuna
8,KARNA-PARVA,87.88,karna
8,KARNA-PARVA,88.00,arjuna
8,KARNA-PARVA,88.01,karna
8,KARNA-PARVA,88.05,karna
8,KARNA-PARVA,88.06,karna
8,KARNA-PARVA,88.11,arjuna
8,KARNA-PARVA,88.34,arjuna
8,KARNA-PARVA,88.34,karna
8,KARNA-PARVA,88.36,arjuna
8,KARNA-PARVA,88.38,arjuna
8,KARNA-PARVA,88.38,karna
8,KARNA-PARVA,88.40,karna
8,KARNA-PARVA,88.41,karna
8,KARNA-PARVA,88.41,arjuna
8,KARNA-PARVA,88.42,karna
8,KARNA-PARVA,88.43,arjuna
8,KARNA-PARVA,88.45,arjuna
8,KARNA-PARVA,88.48,arjuna
8,KARNA-PARVA,88.51,karna
8,KARNA-PARVA,88.53,arjuna
8,KARNA-PARVA,88.54,karna
8,KARNA-PARVA,88.56,karna
8,KARNA-PARVA,88.62,karna
8,KARNA-PARVA,88.63,karna
8,KARNA-PARVA,88.69,arjuna
8,KARNA-PARVA,88.70,karna
8,KARNA-PARVA,88.79,karna
8,KARNA-PARVA,88.81,karna
8,KARNA-PARVA,88.84,arjuna
8,KARNA-PARVA,88.84,karna
8,KARNA-PARVA,88.86,arjuna
8,KARNA-PARVA,88.87,karna
8,KARNA-PARVA,88.91,karna
8,KARNA-PARVA,88.95,karna
8,KARNA-PARVA,88.99,karna
8,KARNA-PARVA,89.00,karna
8,KARNA-PARVA,89.02,karna
8,KARNA-PARVA,89.04,karna
8,KARNA-PARVA,89.04,karna
8,KARNA-PARVA,89.07,arjuna
8,KARNA-PARVA,89.11,arjuna
8,KARNA-PARVA,89.17,karna
8,KARNA-PARVA,89.18,arjuna
8,KARNA-PARVA,89.19,karna
8,KARNA-PARVA,89.22,karna
8,KARNA-PARVA,89.23,arjuna
8,KARNA-PARVA,89.23,karna
8,KARNA-PARVA,89.25,karna
8,KARNA-PARVA,89.27,karna
8,KARNA-PARVA,89.30,karna
8,KARNA-PARVA,89.47,karna
8,KARNA-PARVA,89.49,arjuna
8,KARNA-PARVA,89.50,karna
8,KARNA-PARVA,89.50,arjuna
8,KARNA-PARVA,89.59,karna
8,KARNA-PARVA,89.71,arjuna
8,KARNA-PARVA,89.72,karna
8,KARNA-PARVA,89.73,karna
8,KARNA-PARVA,89.73,arjuna
8,KARNA-PARVA,89.75,karna
8,KARNA-PARVA,89.76,karna
8,KARNA-PARVA,89.80,karna
8,KARNA-PARVA,89.83,karna
8,KARNA-PARVA,89.87,karna
8,KARNA-PARVA,89.88,karna
8,KARNA-PARVA,89.94,arjuna
8,KARNA-PARVA,89.94,karna
8,KARNA-PARVA,89.98,karna
8,KARNA-PARVA,90.09,karna
8,KARNA-PARVA,90.10,karna
8,KARNA-PARVA,90.14,karna
8,KARNA-PARVA,90.16,karna
8,KARNA-PARVA,90.19,karna
8,KARNA-PARVA,90.19,karna
8,KARNA-PARVA,90.23,karna
8,KARNA-PARVA,90.25,karna
8,KARNA-PARVA,90.27,arjuna
8,KARNA-PARVA,90.27,karna
8,KARNA-PARVA,90.31,karna
8,KARNA-PARVA,90.33,karna
8,KARNA-PARVA,90.41,karna
8,KARNA-PARVA,90.44,arjuna
8,KARNA-PARVA,90.45,karna
8,KARNA-PARVA,90.46,arjuna
8,KARNA-PARVA,90.47,karna
8,KARNA-PARVA,90.49,karna
8,KARNA-PARVA,90.52,karna
8,KARNA-PARVA,90.56,karna
8,KARNA-PARVA,90.60,karna
8,KARNA-PARVA,90.62,karna
8,KARNA-PARVA,90.63,arjuna
8,KARNA-PARVA,90.64,arjuna
8,KARNA-PARVA,90.65,arjuna
8,KARNA-PARVA,90.66,karna
8,KARNA-PARVA,90.67,arjuna
8,KARNA-PARVA,90.68,arjuna
8,KARNA-PARVA,90.71,karna
8,KARNA-PARVA,90.72,arjuna
8,KARNA-PARVA,90.75,arjuna
8,KARNA-PARVA,90.78,karna
8,KARNA-PARVA,90.89,karna
8,KARNA-PARVA,90.89,arjuna
8,KARNA-PARVA,90.90,karna
8,KARNA-PARVA,90.91,arjuna
8,KARNA-PARVA,90.93,arjuna
8,KARNA-PARVA,90.97,arjuna
8,KARNA-PARVA,90.99,karna
8,KARNA-PARVA,90.99,arjuna
8,KARNA-PARVA,91.00,karna
8,KARNA-PARVA,91.02,karna
8,KARNA-PARVA,91.11,karna
8,KARNA-PARVA,91.17,karna
8,KARNA-PARVA,91.25,karna
8,KARNA-PARVA,91.26,karna
8,KARNA-PARVA,91.26,arjuna
8,KARNA-PARVA,91.29,karna
8,KARNA-PARVA,91.31,karna
8,KARNA-PARVA,91.33,karna
8,KARNA-PARVA,91.42,karna
8,KARNA-PARVA,91.49,arjuna
8,KARNA-PARVA,91.64,arjuna
8,KARNA-PARVA,91.71,arjuna
8,KARNA-PARVA,91.78,arjuna
8,KARNA-PARVA,91.80,arjuna
8,KARNA-PARVA,91.82,arjuna
8,KARNA-PARVA,91.84,arjuna
8,KARNA-PARVA,91.86,karna
8,KARNA-PARVA,91.88,arjuna
8,KARNA-PARVA,91.89,arjuna
8,KARNA-PARVA,91.90,arjuna
8,KARNA-PARVA,91.91,karna
8,KARNA-PARVA,91.92,karna
8,KARNA-PARVA,91.93,arjuna
8,KARNA-PARVA,92.01,karna
8,KARNA-PARVA,92.02,karna
8,KARNA-PARVA,92.05,karna
8,KARNA-PARVA,92.08,karna
8,KARNA-PARVA,92.25,arjuna
8,KARNA-PARVA,92.27,karna
8,KARNA-PARVA,92.29,karna
8,KARNA-PARVA,92.32,arjuna
8,KARNA-PARVA,92.33,karna
8,KARNA-PARVA,92.37,arjuna
8,KARNA-PARVA,92.38,karna
8,KARNA-PARVA,92.42,arjuna
8,KARNA-PARVA,92.42,karna
8,KARNA-PARVA,92.43,karna
8,KARNA-PARVA,92.44,karna
8,KARNA-PARVA,92.49,karna
8,KARNA-PARVA,92.50,karna
8,KARNA-PARVA,92.51,arjuna
8,KARNA-PARVA,92.52,karna
8,KARNA-PARVA,92.54,karna
8,KARNA-PARVA,92.56,arjuna
8,KARNA-PARVA,92.56,karna
8,KARNA-PARVA,92.62,arjuna
8,KARNA-PARVA,92.67,karna
8,KARNA-PARVA,92.71,arjuna
8,KARNA-PARVA,92.71,karna
8,KARNA-PARVA,92.73,karna
8,KARNA-PARVA,92.78,karna
8,KARNA-PARVA,92.80,karna
8,KARNA-PARVA,92.83,arjuna
8,KARNA-PARVA,92.85,karna
8,KARNA-PARVA,92.90,karna
8,KARNA-PARVA,92.92,karna
8,KARNA-PARVA,92.93,karna
8,KARNA-PARVA,92.96,karna
8,KARNA-PARVA,93.01,karna
8,KARNA-PARVA,93.08,arjuna
8,KARNA-PARVA,93.12,arjuna
8,KARNA-PARVA,93.14,karna
8,KARNA-PARVA,93.15,karna
8,KARNA-PARVA,93.16,arjuna
8,KARNA-PARVA,93.20,karna
8,KARNA-PARVA,93.21,karna
8,KARNA-PARVA,93.22,arjuna
8,KARNA-PARVA,93.23,arjuna
8,KARNA-PARVA,93.25,karna
8,KARNA-PARVA,93.25,karna
8,KARNA-PARVA,93.26,arjuna
8,KARNA-PARVA,93.30,karna
8,KARNA-PARVA,93.32,karna
8,KARNA-PARVA,93.33,arjuna
8,KARNA-PARVA,93.33,karna
8,KARNA-PARVA,93.37,arjuna
8,KARNA-PARVA,93.37,karna
8,KARNA-PARVA,93.38,karna
8,KARNA-PARVA,93.42,karna
8,KARNA-PARVA,93.44,karna
8,KARNA-PARVA,93.47,arjuna
8,KARNA-PARVA,93.67,karna
8,KARNA-PARVA,93.72,karna
8,KARNA-PARVA,93.83,karna
8,KARNA-PARVA,93.89,karna
8,KARNA-PARVA,94.02,karna
8,KARNA-PARVA,94.06,karna
8,KARNA-PARVA,94.07,arjuna
8,KARNA-PARVA,94.11,karna
8,KARNA-PARVA,94.13,karna
8,KARNA-PARVA,94.15,karna
8,KARNA-PARVA,94.16,arjuna
8,KARNA-PARVA,94.16,karna
8,KARNA-PARVA,94.21,karna
8,KARNA-PARVA,94.28,karna
8,KARNA-PARVA,94.37,arjuna
8,KARNA-PARVA,94.42,arjuna
8,KARNA-PARVA,94.43,karna
8,KARNA-PARVA,94.50,arjuna
8,KARNA-PARVA,94.59,karna
8,KARNA-PARVA,94.59,karna
8,KARNA-PARVA,94.78,karna
8,KARNA-PARVA,94.79,karna
8,KARNA-PARVA,94.82,karna
8,KARNA-PARVA,94.84,karna
8,KARNA-PARVA,94.85,arjuna
8,KARNA-PARVA,94.85,karna
8,KARNA-PARVA,94.89,arjuna
8,KARNA-PARVA,94.93,karna
8,KARNA-PARVA,94.97,karna
8,KARNA-PARVA,94.99,arjuna
8,KARNA-PARVA,95.00,karna
8,KARNA-PARVA,95.02,karna
8,KARNA-PARVA,95.04,karna
8,KARNA-PARVA,95.04,karna
8,KARNA-PARVA,95.06,karna
8,KARNA-PARVA,95.11,karna
8,KARNA-PARVA,95.12,karna
8,KARNA-PARVA,95.14,karna
8,KARNA-PARVA,95.16,arjuna
8,KARNA-PARVA,95.18,arjuna
8,KARNA-PARVA,95.18,karna
8,KARNA-PARVA,95.21,karna
8,KARNA-PARVA,95.21,arjuna
8,KARNA-PARVA,95.23,karna
8,KARNA-PARVA,95.23,karna
8,KARNA-PARVA,95.25,karna
8,KARNA-PARVA,95.27,arjuna
8,KARNA-PARVA,95.28,karna
8,KARNA-PARVA,95.31,karna
8,KARNA-PARVA,95.32,arjuna
8,KARNA-PARVA,95.35,karna
8,KARNA-PARVA,95.40,karna
8,KARNA-PARVA,95.47,karna
8,KARNA-PARVA,95.47,arjuna
8,KARNA-PARVA,95.48,arjuna
8,KARNA-PARVA,95.49,karna
8,KARNA-PARVA,95.56,karna
8,KARNA-PARVA,95.56,arjuna
8,KARNA-PARVA,95.56,karna
8,KARNA-PARVA,95.69,karna
